,name,address,date,neg,neu,pos
353,Launderette,"
        2115 Holly St Austin, TX 78702
    ","
        6/14/2019
    ",0.039,0.721,0.24
354,Launderette,"
        2115 Holly St Austin, TX 78702
    ","
        5/5/2019
    ",0.031,0.706,0.263
355,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        5/28/2019
    ",0.07,0.777,0.153
356,Big Vinny闁炽儲鐛� Bbq,"
        1800 S Congress Austin, TX 78704
    ","
        8/4/2017
    ",0.063,0.897,0.04
357,Big Vinny闁炽儲鐛� Bbq,"
        1800 S Congress Austin, TX 78704
    ","
        3/9/2019
    ",0.028,0.718,0.254
358,Launderette,"
        2115 Holly St Austin, TX 78702
    ","
        6/21/2019
    ",0.039,0.683,0.278
359,Spicy Boys,"
        1701 E 6th St Austin, TX 78702
    ","
        3/24/2019
    ",0.052,0.653,0.295
360,Big Vinny闁炽儲鐛� Bbq,"
        1800 S Congress Austin, TX 78704
    ","
        6/1/2019
    ",0.027,0.707,0.266
361,Elotes Fanny,"
        408 E Rundberg Ln Austin, TX 78753
    ","
        3/20/2016
    ",0.0,0.739,0.261
362,DEE DEE,"
        4204 Manchaca Rd Austin, TX 78745
    ","
        4/30/2017
    ",0.029,0.733,0.238
363,DEE DEE,"
        4204 Manchaca Rd Austin, TX 78745
    ","
        3/24/2018
    ",0.037,0.724,0.239
364,Spicy Boys,"
        1701 E 6th St Austin, TX 78702
    ","
        6/26/2019
    ",0.039,0.721,0.24
365,DEE DEE,"
        4204 Manchaca Rd Austin, TX 78745
    ","
        2/23/2019
    ",0.041,0.708,0.252
366,DEE DEE,"
        4204 Manchaca Rd Austin, TX 78745
    ","
        9/23/2017
    ",0.03,0.745,0.224
367,DEE DEE,"
        4204 Manchaca Rd Austin, TX 78745
    ","
        4/15/2018
    ",0.037,0.774,0.189
368,She闁炽儲鐛� Not Here,"
        440 W 2nd St Austin, TX 78701
    ","
        9/6/2018
    ",0.065,0.732,0.203
369,She闁炽儲鐛� Not Here,"
        440 W 2nd St Austin, TX 78701
    ","
        9/13/2018
    ",0.035,0.67,0.295
370,She闁炽儲鐛� Not Here,"
        440 W 2nd St Austin, TX 78701
    ","
        9/26/2018
    ",0.068,0.716,0.216
371,She闁炽儲鐛� Not Here,"
        440 W 2nd St Austin, TX 78701
    ","
        8/14/2018
    ",0.051,0.686,0.263
372,She闁炽儲鐛� Not Here,"
        440 W 2nd St Austin, TX 78701
    ","
        6/18/2019
    ",0.034,0.714,0.252
373,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        5/28/2018
    ",0.045,0.722,0.233
374,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        8/4/2018
    ",0.033,0.674,0.293
375,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        9/9/2018
    ",0.061,0.713,0.226
376,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        8/16/2016
    ",0.056,0.718,0.226
377,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        2/24/2019
    ",0.058,0.713,0.229
378,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        3/8/2019
    ",0.035,0.655,0.31
379,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        12/10/2018
    ",0.04,0.711,0.249
380,She闁炽儲鐛� Not Here,"
        440 W 2nd St Austin, TX 78701
    ","
        6/27/2019
    ",0.054,0.716,0.23
381,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        11/10/2018
    ",0.098,0.722,0.18
382,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        1/16/2019
    ",0.036,0.75,0.214
383,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        3/4/2019
    ",0.064,0.727,0.209
384,Licha闁炽儲鐛� Cantina,"
        1306 E 6th St Austin, TX 78702
    ","
        6/8/2019
    ",0.025,0.714,0.261
385,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        1/28/2019
    ",0.055,0.729,0.216
386,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        4/23/2019
    ",0.054,0.717,0.229
387,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        10/30/2017
    ",0.043,0.711,0.246
388,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        7/15/2019
    ",0.052,0.717,0.231
389,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        2/27/2019
    ",0.068,0.698,0.235
390,Iron Works Barbecue,"
        100 Red River St Austin, TX 78701
    ","
        7/1/2019
    ",0.035,0.756,0.21
391,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        5/1/2016
    ",0.052,0.726,0.222
392,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        9/24/2013
    ",0.03,0.704,0.266
393,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        5/27/2017
    ",0.051,0.704,0.245
394,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        10/10/2017
    ",0.042,0.697,0.261
395,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        11/20/2015
    ",0.061,0.711,0.228
396,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        9/9/2017
    ",0.038,0.708,0.254
397,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        4/16/2018
    ",0.063,0.706,0.23
398,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        4/27/2019
    ",0.038,0.709,0.253
399,Nancy闁炽儲鐛� Sky Garden,"
        6448 East Highway 290 A - 100 Austin, TX 78723
    ","
        7/30/2018
    ",0.024,0.609,0.367
400,Nancy闁炽儲鐛� Sky Garden,"
        6448 East Highway 290 A - 100 Austin, TX 78723
    ","
        8/7/2018
    ",0.013,0.596,0.39
401,Nancy闁炽儲鐛� Sky Garden,"
        6448 East Highway 290 A - 100 Austin, TX 78723
    ","
        2/7/2019
    ",0.019,0.616,0.364
402,La Traviata,"
        314 Congress Ave Austin, TX 78701
    ","
        5/12/2019
    ",0.025,0.689,0.286
403,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        2/18/2018
    ",0.057,0.717,0.226
404,Nancy闁炽儲鐛� Sky Garden,"
        6448 East Highway 290 A - 100 Austin, TX 78723
    ","
        3/23/2019
    ",0.042,0.636,0.322
405,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        3/4/2016
    ",0.044,0.743,0.212
406,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        11/18/2018
    ",0.049,0.758,0.193
407,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        7/13/2018
            ",0.045,0.732,0.223
408,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        6/25/2017
    ",0.044,0.71,0.246
409,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        8/26/2018
    ",0.039,0.723,0.238
410,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        6/30/2018
    ",0.072,0.711,0.218
411,Woko Loco,"
        1201 Barbara Jordan Blvd Ste 1280 Austin, TX 78723
    ","
        1/19/2019
    ",0.045,0.727,0.228
412,Woko Loco,"
        1201 Barbara Jordan Blvd Ste 1280 Austin, TX 78723
    ","
        4/28/2019
    ",0.023,0.64,0.338
413,Daruma Ramen,"
        612-B E 6th St Austin, TX 78701
    ","
        7/22/2019
    ",0.032,0.722,0.246
414,Woko Loco,"
        1201 Barbara Jordan Blvd Ste 1280 Austin, TX 78723
    ","
        3/30/2019
    ",0.021,0.767,0.212
415,Food Food,"
        2727 Exposition Blvd Austin, TX 78703
    ","
        3/29/2012
    ",0.037,0.747,0.217
416,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        11/12/2018
    ",0.038,0.64,0.323
417,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        7/6/2018
    ",0.035,0.698,0.266
418,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        3/28/2019
    ",0.033,0.647,0.319
419,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        7/14/2019
    ",0.046,0.674,0.28
420,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        3/14/2019
    ",0.054,0.709,0.238
421,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        7/10/2019
    ",0.031,0.686,0.283
422,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        7/19/2019
            ",0.026,0.674,0.3
423,Food Food,"
        2727 Exposition Blvd Austin, TX 78703
    ","
        5/4/2019
    ",0.054,0.711,0.234
424,Caroline,"
        621 Congress Ave Austin, TX 78701
    ","
        6/29/2019
    ",0.029,0.773,0.198
425,Monk闁炽儲鐛� Momo,"
        75 Rainey St Austin, TX 78701
    ","
        5/5/2018
    ",0.028,0.752,0.219
426,Monk闁炽儲鐛� Momo,"
        75 Rainey St Austin, TX 78701
    ","
        1/20/2019
    ",0.036,0.689,0.276
427,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        1/3/2013
    ",0.029,0.697,0.274
428,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        5/25/2013
    ",0.055,0.69,0.255
429,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        10/14/2014
    ",0.038,0.722,0.239
430,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        1/9/2016
    ",0.024,0.747,0.229
431,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        1/6/2018
    ",0.038,0.751,0.212
432,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        7/15/2018
    ",0.047,0.706,0.247
433,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        11/16/2018
    ",0.053,0.671,0.276
434,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        12/8/2017
    ",0.057,0.726,0.217
435,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        11/8/2018
    ",0.074,0.728,0.198
436,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        2/27/2018
    ",0.086,0.727,0.187
437,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        8/15/2018
    ",0.056,0.719,0.225
438,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        2/13/2018
    ",0.05,0.705,0.245
439,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        3/31/2019
    ",0.054,0.706,0.24
440,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        8/1/2018
    ",0.072,0.69,0.238
441,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        11/30/2018
    ",0.08,0.725,0.195
442,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        4/30/2019
    ",0.051,0.725,0.223
443,Hopdoddy Burger Bar,"
        4615 N Lamar Blvd Ste 307 Austin, TX 78756
    ","
        7/17/2017
    ",0.071,0.747,0.182
444,Hopdoddy Burger Bar,"
        4615 N Lamar Blvd Ste 307 Austin, TX 78756
    ","
        6/28/2017
    ",0.079,0.711,0.21
445,Hopdoddy Burger Bar,"
        4615 N Lamar Blvd Ste 307 Austin, TX 78756
    ","
        6/7/2017
    ",0.045,0.7,0.255
446,Chez Nous,"
        510 Neches St Austin, TX 78701
    ","
        4/10/2019
    ",0.03,0.73,0.24
447,Hopdoddy Burger Bar,"
        4615 N Lamar Blvd Ste 307 Austin, TX 78756
    ","
        3/20/2017
    ",0.05,0.715,0.236
448,Hopdoddy Burger Bar,"
        4615 N Lamar Blvd Ste 307 Austin, TX 78756
    ","
        6/27/2017
    ",0.07,0.702,0.228
449,Hopdoddy Burger Bar,"
        4615 N Lamar Blvd Ste 307 Austin, TX 78756
    ","
        10/29/2018
    ",0.06,0.743,0.197
450,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        3/31/2019
    ",0.036,0.724,0.24
451,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        12/19/2018
    ",0.038,0.69,0.272
452,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        11/27/2018
    ",0.014,0.715,0.271
453,24 Diner,"
        600 N Lamar Blvd Ste 200 Austin, TX 78703
    ","
        6/15/2019
    ",0.046,0.734,0.22
454,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        6/17/2018
    ",0.036,0.747,0.217
455,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        5/9/2019
    ",0.044,0.73,0.226
456,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        6/4/2019
    ",0.028,0.7,0.272
457,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        7/24/2019
    ",0.033,0.735,0.232
458,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        1/15/2019
    ",0.037,0.721,0.242
459,Loro,"
        2115 S Lamar Blvd Austin, TX 78704
    ","
        7/4/2019
    ",0.04,0.73,0.23
460,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        10/9/2017
    ",0.072,0.668,0.259
461,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        6/26/2018
    ",0.05,0.665,0.285
462,Hopdoddy Burger Bar,"
        4615 N Lamar Blvd Ste 307 Austin, TX 78756
    ","
        5/15/2019
    ",0.073,0.73,0.197
463,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        4/4/2018
    ",0.054,0.69,0.256
464,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        1/30/2018
    ",0.052,0.711,0.237
465,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        8/11/2018
    ",0.034,0.717,0.249
466,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        9/3/2018
    ",0.05,0.704,0.246
467,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        5/26/2019
    ",0.043,0.704,0.253
468,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        10/6/2018
    ",0.044,0.737,0.218
469,Bouldin Creek Cafe,"
        1900 S 1st St Austin, TX 78704
    ","
        3/27/2018
    ",0.032,0.691,0.277
470,Bouldin Creek Cafe,"
        1900 S 1st St Austin, TX 78704
    ","
        5/11/2019
    ",0.044,0.685,0.271
471,Arlo闁炽儲鐛�,"
        900 Red River St Austin, TX 78701
    ","
        6/7/2019
    ",0.045,0.722,0.233
472,Bouldin Creek Cafe,"
        1900 S 1st St Austin, TX 78704
    ","
        1/19/2019
    ",0.029,0.67,0.301
473,Bouldin Creek Cafe,"
        1900 S 1st St Austin, TX 78704
    ","
        4/5/2019
    ",0.057,0.731,0.212
474,Bouldin Creek Cafe,"
        1900 S 1st St Austin, TX 78704
    ","
        7/24/2018
    ",0.028,0.693,0.28
475,Bouldin Creek Cafe,"
        1900 S 1st St Austin, TX 78704
    ","
        11/2/2018
    ",0.017,0.716,0.267
476,Sa-Ten,"
        4917 Airport Blvd Austin, TX 78751
    ","
        9/22/2018
    ",0.025,0.741,0.234
477,Sa-Ten,"
        4917 Airport Blvd Austin, TX 78751
    ","
        7/5/2019
    ",0.033,0.704,0.262
478,Bouldin Creek Cafe,"
        1900 S 1st St Austin, TX 78704
    ","
        7/31/2019
    ",0.059,0.744,0.198
479,Cafe Josie,"
        1200 W 6th St Ste B Austin, TX 78703
    ","
        9/29/2012
    ",0.04,0.716,0.243
480,Cafe Josie,"
        1200 W 6th St Ste B Austin, TX 78703
    ","
        3/27/2016
    ",0.015,0.727,0.258
481,Cafe Josie,"
        1200 W 6th St Ste B Austin, TX 78703
    ","
        7/2/2017
    ",0.045,0.73,0.225
482,Cafe Josie,"
        1200 W 6th St Ste B Austin, TX 78703
    ","
        9/8/2017
            ",0.05,0.677,0.273
483,Cafe Josie,"
        1200 W 6th St Ste B Austin, TX 78703
    ","
        10/3/2018
    ",0.04,0.742,0.218
484,Cafe Josie,"
        1200 W 6th St Ste B Austin, TX 78703
    ","
        10/8/2018
    ",0.036,0.747,0.217
485,Cafe Josie,"
        1200 W 6th St Ste B Austin, TX 78703
    ","
        6/15/2019
    ",0.03,0.724,0.245
486,Hi Wings,"
        2525 W Anderson Ln Ste 135 Austin, TX 78757
    ","
        3/28/2018
    ",0.025,0.632,0.343
487,Hi Wings,"
        2525 W Anderson Ln Ste 135 Austin, TX 78757
    ","
        5/10/2018
    ",0.028,0.673,0.299
488,Hi Wings,"
        2525 W Anderson Ln Ste 135 Austin, TX 78757
    ","
        3/25/2018
    ",0.038,0.699,0.263
489,Hi Wings,"
        2525 W Anderson Ln Ste 135 Austin, TX 78757
    ","
        9/26/2018
    ",0.025,0.695,0.28
490,Hi Wings,"
        2525 W Anderson Ln Ste 135 Austin, TX 78757
    ","
        7/25/2018
    ",0.033,0.697,0.27
491,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        5/12/2018
    ",0.033,0.691,0.276
492,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        5/21/2019
    ",0.028,0.736,0.236
493,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        1/5/2018
    ",0.03,0.707,0.263
494,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        1/31/2018
    ",0.038,0.724,0.238
495,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        5/22/2019
    ",0.026,0.727,0.247
496,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        1/25/2019
    ",0.042,0.757,0.201
497,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        11/2/2018
    ",0.022,0.737,0.241
498,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        3/23/2019
    ",0.035,0.732,0.232
499,Uchi,"
        801 S Lamar Blvd Austin, TX 78704
    ","
        5/29/2019
    ",0.053,0.706,0.241
500,Hi Wings,"
        2525 W Anderson Ln Ste 135 Austin, TX 78757
    ","
        7/3/2019
    ",0.026,0.71,0.265
501,Jade Restaurant,"
        3801 N Capital Of Texas Hwy C200 Austin, TX 78746
    ","
        8/4/2017
    ",0.032,0.688,0.28
502,Jade Restaurant,"
        3801 N Capital Of Texas Hwy C200 Austin, TX 78746
    ","
        8/7/2018
    ",0.035,0.665,0.3
503,Jade Restaurant,"
        3801 N Capital Of Texas Hwy C200 Austin, TX 78746
    ","
        6/5/2018
    ",0.059,0.743,0.198
504,Sophia闁炽儲鐛�,"
        500 W 6th St Austin, TX 78701
    ","
        2/18/2017
    ",0.053,0.712,0.235
505,Sophia闁炽儲鐛�,"
        500 W 6th St Austin, TX 78701
    ","
        6/12/2017
    ",0.046,0.732,0.222
506,Sophia闁炽儲鐛�,"
        500 W 6th St Austin, TX 78701
    ","
        8/5/2016
    ",0.025,0.673,0.302
507,Sophia闁炽儲鐛�,"
        500 W 6th St Austin, TX 78701
    ","
        3/26/2018
    ",0.055,0.71,0.235
508,Sophia闁炽儲鐛�,"
        500 W 6th St Austin, TX 78701
    ","
        10/4/2016
    ",0.047,0.737,0.216
509,Sophia闁炽儲鐛�,"
        500 W 6th St Austin, TX 78701
    ","
        8/25/2018
    ",0.05,0.736,0.214
510,Chi闁炽儲鈹哸ntro,"
        823 Congress Ave Austin, TX 78701
    ","
        10/24/2015
    ",0.031,0.754,0.214
511,Chi闁炽儲鈹哸ntro,"
        823 Congress Ave Austin, TX 78701
    ","
        3/25/2015
    ",0.058,0.778,0.164
512,Jade Restaurant,"
        3801 N Capital Of Texas Hwy C200 Austin, TX 78746
    ","
        5/9/2019
    ",0.047,0.714,0.239
513,Chi闁炽儲鈹哸ntro,"
        823 Congress Ave Austin, TX 78701
    ","
        7/21/2017
    ",0.049,0.733,0.217
514,Chi闁炽儲鈹哸ntro,"
        823 Congress Ave Austin, TX 78701
    ","
        4/23/2016
    ",0.061,0.737,0.202
515,Chi闁炽儲鈹哸ntro,"
        823 Congress Ave Austin, TX 78701
    ","
        10/13/2017
    ",0.056,0.731,0.213
516,Chi闁炽儲鈹哸ntro,"
        823 Congress Ave Austin, TX 78701
    ","
        3/27/2018
    ",0.023,0.73,0.247
517,Yuyo,"
        1900 Manor Rd Austin, TX 78722
    ","
        2/17/2018
    ",0.085,0.685,0.23
518,Sophia闁炽儲鐛�,"
        500 W 6th St Austin, TX 78701
    ","
        7/22/2019
    ",0.052,0.746,0.202
519,Yuyo,"
        1900 Manor Rd Austin, TX 78722
    ","
        11/9/2018
    ",0.037,0.722,0.241
520,Yuyo,"
        1900 Manor Rd Austin, TX 78722
    ","
        7/14/2018
    ",0.048,0.691,0.26
521,Yuyo,"
        1900 Manor Rd Austin, TX 78722
    ","
        2/10/2019
    ",0.024,0.722,0.254
522,Yuyo,"
        1900 Manor Rd Austin, TX 78722
    ","
        12/8/2018
    ",0.026,0.722,0.252
523,Yuyo,"
        1900 Manor Rd Austin, TX 78722
    ","
        4/7/2019
    ",0.016,0.686,0.298
524,Chi闁炽儲鈹哸ntro,"
        823 Congress Ave Austin, TX 78701
    ","
        3/23/2019
            ",0.039,0.752,0.209
525,Yuyo,"
        1900 Manor Rd Austin, TX 78722
    ","
        7/25/2019
    ",0.025,0.726,0.249
526,Eberly,"
        615 S Lamar Blvd Austin, TX 78704
    ","
        10/23/2017
    ",0.051,0.694,0.256
527,Eberly,"
        615 S Lamar Blvd Austin, TX 78704
    ","
        1/27/2018
    ",0.06,0.711,0.229
528,Eberly,"
        615 S Lamar Blvd Austin, TX 78704
    ","
        12/6/2016
    ",0.033,0.708,0.259
529,Eberly,"
        615 S Lamar Blvd Austin, TX 78704
    ","
        1/20/2019
    ",0.045,0.68,0.275
530,Eberly,"
        615 S Lamar Blvd Austin, TX 78704
    ","
        6/20/2019
    ",0.03,0.68,0.29
531,Eberly,"
        615 S Lamar Blvd Austin, TX 78704
    ","
        7/17/2019
    ",0.033,0.696,0.271
532,Ky閼规姲en Sushiko,"
        4600 Mueller Blvd Ste 1035 Austin, TX 78723
    ","
        12/5/2016
    ",0.024,0.726,0.25
533,Nervous Charlie闁炽儲鐛�,"
        5501 N Lamar Blvd Austin, TX 78751
    ","
        9/23/2018
    ",0.048,0.699,0.253
534,Nervous Charlie闁炽儲鐛�,"
        5501 N Lamar Blvd Austin, TX 78751
    ","
        11/4/2018
    ",0.036,0.721,0.242
535,Nervous Charlie闁炽儲鐛�,"
        5501 N Lamar Blvd Austin, TX 78751
    ","
        10/18/2018
    ",0.063,0.703,0.234
536,Nervous Charlie闁炽儲鐛�,"
        5501 N Lamar Blvd Austin, TX 78751
    ","
        10/24/2018
    ",0.053,0.737,0.21
537,Nervous Charlie闁炽儲鐛�,"
        5501 N Lamar Blvd Austin, TX 78751
    ","
        7/5/2019
    ",0.035,0.741,0.224
538,Nervous Charlie闁炽儲鐛�,"
        5501 N Lamar Blvd Austin, TX 78751
    ","
        7/13/2019
    ",0.042,0.756,0.202
539,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        1/22/2015
    ",0.02,0.708,0.273
540,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        4/15/2017
    ",0.043,0.672,0.286
541,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        12/9/2017
    ",0.046,0.69,0.264
542,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        3/30/2018
    ",0.033,0.757,0.21
543,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        7/26/2018
    ",0.039,0.723,0.238
544,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        2/17/2019
            ",0.036,0.698,0.266
545,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        11/29/2018
    ",0.05,0.725,0.225
546,Sway,"
        1417 S 1st St Austin, TX 78704
    ","
        5/3/2017
    ",0.038,0.734,0.228
547,Sway,"
        1417 S 1st St Austin, TX 78704
    ","
        6/4/2018
    ",0.048,0.751,0.201
548,Sway,"
        1417 S 1st St Austin, TX 78704
    ","
        12/11/2018
    ",0.05,0.752,0.198
549,Sway,"
        1417 S 1st St Austin, TX 78704
    ","
        12/11/2018
    ",0.044,0.758,0.199
550,Sway,"
        1417 S 1st St Austin, TX 78704
    ","
        7/12/2019
    ",0.061,0.703,0.236
551,Fricano闁炽儲鐛� Deli,"
        2405 Nueces St Ste G Austin, TX 78705
    ","
        6/17/2019
    ",0.048,0.729,0.223
552,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        7/27/2018
    ",0.039,0.724,0.237
553,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        12/9/2017
    ",0.048,0.704,0.248
554,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        11/9/2018
    ",0.057,0.745,0.198
555,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        9/29/2017
    ",0.025,0.725,0.25
556,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        9/30/2018
    ",0.024,0.707,0.269
557,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        4/16/2018
    ",0.016,0.715,0.27
558,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        4/17/2018
    ",0.041,0.712,0.247
559,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        3/26/2019
    ",0.021,0.706,0.273
560,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        11/7/2018
    ",0.038,0.721,0.241
561,Contigo,"
        2027 Anchor Ln Austin, TX 78723
    ","
        12/12/2016
    ",0.041,0.724,0.234
562,Contigo,"
        2027 Anchor Ln Austin, TX 78723
    ","
        6/28/2018
    ",0.041,0.755,0.205
563,Contigo,"
        2027 Anchor Ln Austin, TX 78723
    ","
        5/21/2017
    ",0.058,0.718,0.224
564,Contigo,"
        2027 Anchor Ln Austin, TX 78723
    ","
        6/2/2016
    ",0.043,0.7,0.257
565,Contigo,"
        2027 Anchor Ln Austin, TX 78723
    ","
        9/16/2018
    ",0.04,0.729,0.231
566,Contigo,"
        2027 Anchor Ln Austin, TX 78723
    ","
        4/25/2019
    ",0.056,0.695,0.249
567,Pokeatery,"
        1201 Barbara Jordan Blvd Ste 1410 Austin, TX 78723
    ","
        4/16/2018
    ",0.019,0.588,0.393
568,Uchiko,"
        4200 N Lamar Blvd Ste 140 Austin, TX 78756
    ","
        7/24/2019
    ",0.046,0.715,0.239
569,Pokeatery,"
        1201 Barbara Jordan Blvd Ste 1410 Austin, TX 78723
    ","
        6/6/2018
    ",0.041,0.654,0.305
570,Pokeatery,"
        1201 Barbara Jordan Blvd Ste 1410 Austin, TX 78723
    ","
        2/22/2018
    ",0.041,0.71,0.248
571,Pokeatery,"
        1201 Barbara Jordan Blvd Ste 1410 Austin, TX 78723
    ","
        2/5/2018
    ",0.057,0.715,0.228
572,Pokeatery,"
        1201 Barbara Jordan Blvd Ste 1410 Austin, TX 78723
    ","
        12/20/2017
    ",0.062,0.729,0.21
573,Pokeatery,"
        1201 Barbara Jordan Blvd Ste 1410 Austin, TX 78723
    ","
        3/16/2019
            ",0.042,0.733,0.225
